location,avg_delay,min_delay,max_delay,median,95th,99th,jitter
local-relay-eu,50.669,16.362,846.852,26.002,121.656,222.718,34.12737273646077
local-relay-eu,45.287,3.488,556.902,25.381,134.149,285.212,30.036184341376018
local-relay-eu,71.724,22.907,576.738,30.91,249.607,323.572,52.979055611278554
local-relay-eu,47.994,7.229,606.525,26.909,131.409,172.126,27.986711695454314
local-relay-eu,58.957,8.728,552.358,30.145,162.899,205.172,40.86201727780638
