location,avg_delay,min_delay,max_delay,median,95th,99th,jitter
local-relay-eu,1248.466,27.553,1769.15,1329.868,1688.583,1732.964,283.82184394822
local-relay-eu,84.453,21.178,533.795,45.628,212.028,258.073,60.37376217446291
local-relay-eu,45.323,24.769,517.608,31.588,94.604,120.569,20.28201672989003
local-relay-eu,1334.233,27.447,1702.892,1524.835,1659.762,1684.238,332.51155093392936
local-relay-eu,1476.512,27.018,2047.489,1600.277,1923.695,2003.822,346.61138158687453
