location,avg_delay,min_delay,max_delay,median,95th,99th,jitter
eu-us-relay-split,332.897,77.159,663.896,360.342,569.189,609.924,164.0661646932187
eu-us-relay-split,143.246,73.377,604.726,100.775,315.678,380.751,69.70227912044365
eu-us-relay-split,139.044,74.741,817.189,81.307,295.863,365.713,76.86688354708204
eu-us-relay-split,115.851,73.266,514.398,86.814,206.765,228.656,40.989696690028346
eu-us-relay-split,164.795,74.99,416.962,168.829,317.668,382.13,61.99779129385753
