location,avg_delay,min_delay,max_delay,median,95th,99th,jitter
local-relay-us,120.853,106.743,479.021,115.911,137.218,240.214,8.457642824642848
local-relay-us,126.805,111.775,722.452,115.894,240.668,274.802,18.661779767342708
local-relay-us,174.24,85.635,1263.46,115.832,517.433,648.977,88.21455242918776
local-relay-us,205.672,50.129,1243.842,119.684,563.019,836.63,117.52264854722827
local-relay-us,200.772,90.467,1078.138,117.472,531.476,815.584,111.36215144230798
